player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
170682,Philippe Clement,1,15,86.0,190.0,BEL,43935,,1974-03-22,24.2,Defender,Belgium,BEL
90592,Glen De Boeck,1,16,78.0,190.0,BEL,43935,,1971-08-22,26.8,Defender,Belgium,BEL
159190,Mike Verstraeten,1,17,,,BEL,43935,,1967-08-12,30.8,Defender,Belgium,BEL
154199,Gert Verheyen,2,18,84.0,189.0,BEL,43935,,1970-09-20,27.7,Midfielder,Belgium,BEL
95624,Eric Van Meir,1,19,89.0,186.0,BEL,43935,,1968-02-28,30.3,Defender,Belgium,BEL
154181,Emile Mpenza,3,20,75.0,177.0,BEL,43935,,1978-07-04,19.9,Striker,Belgium,BEL
46713,Danny Boffin,2,21,62.0,173.0,BEL,43935,,1965-07-10,32.9,Midfielder,Belgium,BEL
154172,Eric Deflandre,1,22,83.0,179.0,BEL,43935,,1973-08-02,24.9,Defender,Belgium,BEL
63514,Taffarel,0,1,,182.0,BRA,43924,,1966-05-08,32.1,Goalkeeper,Brazil,BRA
76824,Cafu,1,2,75.0,176.0,BRA,43924,,1970-06-07,28.0,Defender,Brazil,BRA
63545,Aldair,1,3,,,BRA,43924,,1965-11-30,32.5,Defender,Brazil,BRA
170686,Junior Baiano,1,4,,,BRA,43924,,1970-03-14,28.2,Defender,Brazil,BRA
3242,Cesar Sampaio,2,5,,,BRA,43924,,1968-03-31,30.2,Midfielder,Brazil,BRA
170688,Roberto Carlos,1,6,70.0,168.0,BRA,43924,,1973-04-10,25.2,Defender,Brazil,BRA
170695,Giovanni,2,7,,,BRA,43924,,1972-02-04,26.3,Midfielder,Brazil,BRA
170690,Dunga,2,8,,174.0,BRA,43924,,1963-10-31,34.6,Midfielder,Brazil,BRA
92699,Ronaldo,3,9,90.0,183.0,BRA,43924,,1976-09-22,21.7,Striker,Brazil,BRA
170691,Rivaldo,2,10,75.0,186.0,BRA,43924,,1972-04-19,26.1,Midfielder,Brazil,BRA
171149,Emerson,2,11,80.0,182.0,BRA,43924,,1976-04-04,22.2,Midfielder,Brazil,BRA
170683,Carlos Germano,0,12,,,BRA,43924,,1970-08-14,27.8,Goalkeeper,Brazil,BRA
63525,Ze Carlos Ii,2,13,,,BRA,43924,,1967-11-14,30.6,Midfielder,Brazil,BRA
170685,Goncalves,1,14,,,BRA,43924,,1966-06-22,32.0,Defender,Brazil,BRA
48075,Andre Cruz,1,15,,,BRA,43924,,1968-09-20,29.7,Defender,Brazil,BRA
170687,Ze Roberto,2,16,71.0,172.0,BRA,43924,,1974-07-06,23.9,Midfielder,Brazil,BRA
170757,Doriva,2,17,,,BRA,43924,,1972-05-28,26.0,Midfielder,Brazil,BRA
95008,Leonardo,2,18,,,BRA,43924,,1969-09-05,28.8,Midfielder,Brazil,BRA
63876,Denilson,2,19,72.0,177.0,BRA,43924,,1977-08-24,20.8,Midfielder,Brazil,BRA
96461,Bebeto,3,20,,,BRA,43924,,1964-02-16,34.3,Striker,Brazil,BRA
170696,Edmundo,3,21,,,BRA,43924,,1971-04-02,27.2,Striker,Brazil,BRA
48549,Dida,0,22,85.0,195.0,ITA,43924,,1973-10-07,24.7,Goalkeeper,Brazil,BRA
154303,Zdravko Zdravkov,0,1,,,BUL,43936,,1970-10-04,27.7,Goalkeeper,Bulgaria,BUL
169766,Radostin Kishishev,1,2,,,BUL,43936,,1974-07-30,23.9,Defender,Bulgaria,BUL
51338,Trifon Ivanov,1,3,,,BUL,43936,,1965-07-27,32.9,Defender,Bulgaria,BUL
154295,Ivaylo Petkov,1,4,,,BUL,43936,,1976-03-24,22.2,Defender,Bulgaria,BUL
95443,Ivaylo Yordanov,2,5,,,BUL,43936,,1968-04-22,30.1,Midfielder,Bulgaria,BUL
76242,Zlatko Yankov,2,6,,,BUL,43936,,1966-06-07,32.0,Midfielder,Bulgaria,BUL
52406,Emil Kostadinov,3,7,,,BUL,43936,,1967-08-12,30.8,Striker,Bulgaria,BUL
58455,Hristo Stoichkov,3,8,,,BUL,43936,,1966-02-08,32.3,Striker,Bulgaria,BUL
56083,Lyuboslav Penev,3,9,,,BUL,43936,,1966-08-31,31.8,Striker,Bulgaria,BUL
46120,Krassimir Balakov,2,10,,,BUL,43936,,1966-03-29,32.2,Midfielder,Bulgaria,BUL
95490,Ilian Iliev,2,11,,,BUL,43936,,1968-07-02,29.9,Midfielder,Bulgaria,BUL
185202,Borislav Mihaylov,0,12,,,BUL,43936,,1963-02-12,35.3,Goalkeeper,Bulgaria,BUL
167498,Gosho Ginchev,1,13,,,BUL,43936,,1969-02-02,29.3,Defender,Bulgaria,BUL
154278,Marian Hristov,2,14,,,BUL,43936,,1973-07-29,24.9,Midfielder,Bulgaria,BUL
159608,Adalbert Zafirov,1,15,,,BUL,43936,,1969-09-29,28.7,Defender,Bulgaria,BUL
166906,Anatoli Nankov,2,16,,,BUL,43936,,1969-07-15,28.9,Midfielder,Bulgaria,BUL
163973,Stoicho Stoilov,2,17,,,BUL,43936,,1971-10-15,26.7,Midfielder,Bulgaria,BUL
81634,Daniel Borimirov,2,18,,,BUL,43936,,1970-01-15,28.4,Midfielder,Bulgaria,BUL
159282,Georgi Bachev,2,19,,,BUL,43936,,1977-04-18,21.1,Midfielder,Bulgaria,BUL
169273,Georgi Ivanov,3,20,,,BUL,43936,,1976-07-02,21.9,Striker,Bulgaria,BUL
171146,Rosen Kirilov,1,21,,,BUL,43936,,1973-01-04,25.4,Defender,Bulgaria,BUL
154296,Milen Petkov,2,22,,,BUL,43936,,1974-01-12,24.4,Midfielder,Bulgaria,BUL
154644,Jacques Songoo,0,1,80.0,182.0,CMR,43849,,1964-03-17,34.2,Goalkeeper,Cameroon,CMR
170659,Joseph Elanga,2,2,,,CMR,43849,,1979-05-02,19.1,Midfielder,Cameroon,CMR
154649,Pierre Wome,1,3,78.0,178.0,CMR,43849,,1979-03-26,19.2,Defender,Cameroon,CMR
170657,Rigobert Song,1,4,77.0,185.0,CMR,43849,,1976-07-01,21.9,Defender,Cameroon,CMR
130674,Raymond Kalla,1,5,88.0,192.0,CMR,43849,,1975-04-22,23.1,Defender,Cameroon,CMR
171398,Pierre Njanka,1,6,83.0,181.0,CMR,43849,,1975-03-15,23.2,Defender,Cameroon,CMR
174820,Francois Omam-Biyik,3,7,,,CMR,43849,,1966-05-21,32.1,Striker,Cameroon,CMR
171399,Didier Angibeaud,2,8,,,CMR,43849,,1974-10-08,23.7,Midfielder,Cameroon,CMR
76780,Alphonse-Marie Tchami,3,9,,,CMR,43849,,1971-02-14,27.3,Striker,Cameroon,CMR
154626,Patrick Mboma,3,10,85.0,185.0,CMR,43849,,1970-11-15,27.6,Striker,Cameroon,CMR
170667,Samuel Etoo,3,11,75.0,181.0,CMR,43849,,1981-03-10,17.3,Striker,Cameroon,CMR
171400,Lauren,1,12,71.0,180.0,CMR,43849,,1977-01-19,21.4,Defender,Cameroon,CMR
171468,Patrice Abanda,1,13,82.0,185.0,CMR,43849,,1978-08-03,19.9,Defender,Cameroon,CMR
154642,Augustine Simo,2,14,,,CMR,43849,,1978-09-18,19.7,Midfielder,Cameroon,CMR
170656,Joseph Ndo,2,15,80.0,179.0,CMR,43849,,1976-04-28,22.1,Midfielder,Cameroon,CMR
93243,William Andem,0,16,,,CMR,43849,,1968-06-14,30.0,Goalkeeper,Cameroon,CMR
171402,Michel Pensee,1,17,,,CMR,43849,,1973-06-16,25.0,Defender,Cameroon,CMR
170670,Samuel Ipoua,3,18,,,CMR,43849,,1973-03-01,25.3,Striker,Cameroon,CMR
170669,Marcel Mahouve,2,19,,,CMR,43849,,1973-01-16,25.4,Midfielder,Cameroon,CMR
170668,Salomon Olembe,2,20,66.0,171.0,CMR,43849,,1980-12-08,17.5,Midfielder,Cameroon,CMR
170664,Joseph-Desire Job,3,21,62.0,180.0,CMR,43849,,1977-12-01,20.5,Striker,Cameroon,CMR
93224,Alioum Boukar,0,22,76.0,180.0,CMR,43849,,1972-01-03,26.4,Goalkeeper,Cameroon,CMR
154560,Nelson Tapia,0,1,,,CHI,43925,,1966-09-22,31.7,Goalkeeper,Chile,CHI
154524,Cristian Castaneda,1,2,,,CHI,43925,,1968-09-18,29.7,Defender,Chile,CHI
154533,Ronald Fuentes,1,3,,,CHI,43925,,1969-06-22,29.0,Defender,Chile,CHI
154552,Francisco Rojas,1,4,,,CHI,43925,,1974-07-22,23.9,Defender,Chile,CHI
154538,Javier Margas,1,5,,,CHI,43925,,1969-05-10,29.1,Defender,Chile,CHI
154550,Pedro Reyes,1,6,,,CHI,43925,,1972-11-13,25.6,Defender,Chile,CHI
154544,Nelson Parraguez,2,7,,,CHI,43925,,1971-04-05,27.2,Midfielder,Chile,CHI
154520,Clarence Acuna,2,8,,,CHI,43925,,1975-02-08,23.3,Midfielder,Chile,CHI
60273,Ivan Zamorano,3,9,,,CHI,43925,,1967-01-18,31.4,Striker,Chile,CHI
154559,Jose Sierra,2,10,,,CHI,43925,,1968-12-05,29.5,Midfielder,Chile,CHI
154557,Marcelo Salas,3,11,,,CHI,43925,,1974-12-24,23.5,Striker,Chile,CHI
154548,Marcelo Ramirez,0,12,,,CHI,43925,,1965-05-29,33.0,Goalkeeper,Chile,CHI
55033,Manuel Neira,3,13,,,CHI,43925,,1977-10-12,20.7,Striker,Chile,CHI
154549,Miguel Ramirez,1,14,,,CHI,43925,,1970-06-11,28.0,Defender,Chile,CHI
154565,Moises Villarroel,1,15,,,CHI,43925,,1976-02-12,22.3,Defender,Chile,CHI
170698,Mauricio Aros,1,16,,,CHI,43925,,1976-03-09,22.3,Defender,Chile,CHI
154562,Marcelo Vega,2,17,,,CHI,43925,,1971-08-12,26.8,Midfielder,Chile,CHI
154542,Luis Musrri,2,18,,,CHI,43925,,1968-12-24,29.5,Midfielder,Chile,CHI
162755,Fernando Cornejo,2,19,,,CHI,43925,,1969-01-28,29.4,Midfielder,Chile,CHI
154531,Fabian Estay,2,20,,,CHI,43925,,1968-10-05,29.7,Midfielder,Chile,CHI
159288,Rodrigo Barrera,3,21,,,CHI,43925,,1970-03-30,28.2,Striker,Chile,CHI
170697,Carlos Tejas,0,22,,,CHI,43925,,1974-10-04,23.7,Goalkeeper,Chile,CHI
170712,Oscar Cordoba,0,1,80.0,186.0,COL,43926,,1970-02-03,28.3,Goalkeeper,Colombia,COL
154716,Ivan Cordoba,1,2,73.0,173.0,COL,43926,,1976-08-11,21.8,Defender,Colombia,COL
166304,Ever Palacios,1,3,,,COL,43926,,1969-01-18,29.4,Defender,Colombia,COL
154743,Jose Santa,1,4,,,COL,43926,,1970-09-12,27.7,Defender,Colombia,COL
162645,Jorge Bermudez,1,5,,,COL,43926,,1971-06-18,27.0,Defender,Colombia,COL
111342,Mauricio Serna,2,6,,,COL,43926,,1968-01-22,30.4,Midfielder,Colombia,COL
111336,Anthony De Avila,3,7,,,COL,43926,,1962-12-21,35.5,Striker,Colombia,COL
76756,Harold Lozano,2,8,76.0,190.0,COL,43926,,1972-03-30,26.2,Midfielder,Colombia,COL
76774,Adolfo Valencia,3,9,,,COL,43926,,1968-02-06,30.3,Striker,Colombia,COL
44708,Carlos Valderrama,2,10,,,COL,43926,,1961-09-02,36.8,Midfielder,Colombia,COL
76723,Faustino Asprilla,3,11,,,COL,43926,,1969-11-10,28.6,Striker,Colombia,COL
154713,Miguel Calero,0,12,80.0,189.0,COL,43926,,1971-04-14,27.2,Goalkeeper,Colombia,COL
174445,Wilmer Cabrera,1,13,,180.0,COL,43926,,1967-09-15,30.7,Defender,Colombia,COL
162600,Jorge Bolano,2,14,69.0,172.0,COL,43926,,1977-04-28,21.1,Midfielder,Colombia,COL
94916,Victor Aristizabal,3,15,77.0,176.0,COL,43926,,1971-12-09,26.5,Striker,Colombia,COL
154730,Antonio Moreno,1,16,,,COL,43926,,1970-12-25,27.5,Defender,Colombia,COL
154719,Andres Estrada,2,17,,,COL,43926,,1967-11-12,30.6,Midfielder,Colombia,COL
154737,John Perez,2,18,,,COL,43926,,1970-02-21,28.3,Midfielder,Colombia,COL
154742,Freddy Rincon,2,19,,,COL,43926,,1966-08-14,31.8,Midfielder,Colombia,COL
154741,Hamilton Ricard,3,20,,,COL,43926,,1974-01-12,24.4,Striker,Colombia,COL
170713,Leider Preciado,3,21,78.0,180.0,COL,43926,,1977-02-26,21.3,Striker,Colombia,COL
94918,Faryd Mondragon,0,22,93.0,191.0,COL,43926,,1971-06-21,27.0,Goalkeeper,Colombia,COL
155697,Drazen Ladic,0,1,,,CRO,43938,,1963-01-01,35.4,Goalkeeper,Croatia,CRO
170756,Petar Krpan,3,2,,,CRO,43938,,1974-07-01,23.9,Striker,Croatia,CRO
170754,Anthony Seric,2,3,75.0,181.0,CRO,43938,,1979-01-15,19.4,Midfielder,Croatia,CRO
159565,Igor Stimac,1,4,77.0,187.0,CRO,43938,,1967-09-06,30.8,Defender,Croatia,CRO
51715,Goran Juric,1,5,,,CRO,43938,,1963-02-05,35.3,Defender,Croatia,CRO
253567,Slaven Bilic,1,6,,,CRO,43938,,1968-09-11,29.7,Defender,Croatia,CRO
155686,Aljosa Asanovic,2,7,,,CRO,43938,,1965-12-14,32.5,Midfielder,Croatia,CRO
174882,Robert Prosinecki,2,8,76.0,182.0,CRO,43938,,1969-01-12,29.4,Midfielder,Croatia,CRO
155711,Davor Suker,3,9,77.0,183.0,CRO,43938,,1968-01-01,30.4,Striker,Croatia,CRO
155688,Zvonimir Boban,2,10,,,CRO,43938,,1968-10-08,29.7,Midfielder,Croatia,CRO
155699,Silvio Maric,2,11,,,CRO,43938,,1975-03-20,23.2,Midfielder,Croatia,CRO
170268,Marjan Mrmic,0,12,,,CRO,43938,,1965-05-06,33.1,Goalkeeper,Croatia,CRO
159172,Mario Stanic,2,13,82.0,187.0,CRO,43938,,1972-04-10,26.2,Midfielder,Croatia,CRO
155708,Zvonimir Soldo,1,14,85.0,189.0,CRO,43938,,1967-11-02,30.6,Defender,Croatia,CRO
155712,Igor Tudor,1,15,90.0,193.0,CRO,43938,,1978-04-16,20.2,Defender,Croatia,CRO
170755,Ardian Kozniku,3,16,,,CRO,43938,,1967-10-27,30.6,Striker,Croatia,CRO
174637,Robert Jarni,2,17,77.0,180.0,CRO,43938,,1968-10-26,29.6,Midfielder,Croatia,CRO
155698,Zoran Mamic,1,18,,,CRO,43938,,1971-09-30,26.7,Defender,Croatia,CRO
155713,Goran Vlaovic,3,19,75.0,178.0,CRO,43938,,1972-08-07,25.8,Striker,Croatia,CRO
155707,Dario Simic,1,20,76.0,180.0,CRO,43938,,1975-11-12,22.6,Defender,Croatia,CRO
170478,Krunoslav Jurcic,2,21,,,CRO,43938,,1969-11-26,28.5,Midfielder,Croatia,CRO
170752,Vladimir Vasilj,0,22,84.0,188.0,CRO,43938,,1975-07-06,22.9,Goalkeeper,Croatia,CRO
57693,Peter Schmeichel,0,1,,,DEN,43941,,1963-11-18,34.6,Goalkeeper,Denmark,DEN
154945,Michael Schjonberg,1,2,,,DEN,43941,,1967-01-19,31.4,Defender,Denmark,DEN
95166,Marc Rieper,1,3,,,DEN,43941,,1968-06-05,30.0,Defender,Denmark,DEN
169973,Jes Hogh,1,4,,,DEN,43941,,1966-05-07,32.1,Defender,Denmark,DEN
50739,Jan Heintze,1,5,63.0,170.0,DEN,43941,,1963-08-17,34.8,Defender,Denmark,DEN
154928,Thomas Helveg,1,6,81.0,179.0,DEN,43941,,1971-06-24,27.0,Defender,Denmark,DEN
24456,Allan Nielsen,2,7,,,DEN,43941,,1971-03-13,27.2,Midfielder,Denmark,DEN
95594,Per Frandsen,2,8,,,DEN,43941,,1970-02-06,28.3,Midfielder,Denmark,DEN
154935,Miklos Molnar,3,9,,,DEN,43941,,1970-04-10,28.2,Striker,Denmark,DEN
44298,Michael Laudrup,2,10,,,DEN,43941,,1964-06-15,34.0,Midfielder,Denmark,DEN
52802,Brian Laudrup,3,11,,,DEN,43941,,1969-02-22,29.3,Striker,Denmark,DEN
154922,Soren Colding,1,12,,,DEN,43941,,1972-09-02,25.8,Defender,Denmark,DEN
154934,Jacob Laursen,1,13,,,DEN,43941,,1971-10-06,26.7,Defender,Denmark,DEN
164614,Morten Wieghorst,2,14,,,DEN,43941,,1971-02-25,27.3,Midfielder,Denmark,DEN
95174,Stig Tofting,2,15,73.0,173.0,DEN,43941,,1969-08-14,28.8,Midfielder,Denmark,DEN
95172,Mogens Krogh,0,16,,,DEN,43941,,1963-10-31,34.6,Goalkeeper,Denmark,DEN
95175,Bjarne Goldbaek,2,17,,,DEN,43941,,1968-10-06,29.7,Midfielder,Denmark,DEN
95261,Peter Moller,3,18,83.0,190.0,DEN,43941,,1972-03-23,26.2,Striker,Denmark,DEN
171139,Ebbe Sand,3,19,78.0,183.0,DEN,43941,,1972-07-19,25.9,Striker,Denmark,DEN
171140,Rene Henriksen,1,20,73.0,183.0,DEN,43941,,1969-08-27,28.8,Defender,Denmark,DEN
168837,Martin Jorgensen,2,21,76.0,180.0,DEN,43941,,1975-10-06,22.7,Midfielder,Denmark,DEN
96043,Peter Kjaer,0,22,88.0,187.0,DEN,43941,,1965-11-05,32.6,Goalkeeper,Denmark,DEN
44621,David Seaman,0,1,93.0,191.0,ENG,43942,,1963-09-19,34.7,Goalkeeper,England,ENG
161455,Sol Campbell,1,2,91.0,188.0,ENG,43942,,1974-09-18,23.7,Defender,England,ENG
155106,Graeme Le Saux,1,3,,,ENG,43942,,1968-10-17,29.6,Defender,England,ENG
95552,Paul Ince,2,4,,,ENG,43942,,1967-10-21,30.6,Midfielder,England,ENG
44996,Tony Adams,1,5,,,ENG,43942,,1966-10-10,31.7,Defender,England,ENG
155121,Gareth Southgate,1,6,,,ENG,43942,,1970-09-03,27.8,Defender,England,ENG
161454,David Beckham,2,7,74.0,182.0,ENG,43942,,1975-05-02,23.1,Midfielder,England,ENG
95982,David Batty,2,8,,,ENG,43942,,1968-12-02,29.5,Midfielder,England,ENG
95571,Alan Shearer,3,9,,,ENG,43942,,1970-08-13,27.8,Striker,England,ENG
95558,Teddy Sheringham,3,10,78.0,183.0,ENG,43942,,1966-04-02,32.2,Striker,England,ENG
168641,Steve Mcmanaman,2,11,69.0,184.0,ENG,43942,,1972-02-11,26.3,Midfielder,England,ENG
168639,Gary Neville,1,12,78.0,180.0,ENG,43942,,1975-02-18,23.3,Defender,England,ENG
166992,Nigel Martyn,0,13,91.0,187.0,ENG,43942,,1966-08-11,31.8,Goalkeeper,England,ENG
161516,Darren Anderton,2,14,78.0,187.0,ENG,43942,,1972-03-03,26.3,Midfielder,England,ENG
95570,Paul Merson,2,15,,,ENG,43942,,1968-03-20,30.2,Midfielder,England,ENG
155117,Paul Scholes,2,16,70.0,170.0,ENG,43942,,1974-11-16,23.6,Midfielder,England,ENG
155108,Robert Lee,2,17,,,ENG,43942,,1966-02-01,32.4,Midfielder,England,ENG
95997,Martin Keown,1,18,78.0,186.0,ENG,43942,,1966-07-24,31.9,Defender,England,ENG
95550,Les Ferdinand,3,19,,,ENG,43942,,1966-12-18,31.5,Striker,England,ENG
170722,Michael Owen,3,20,67.0,172.0,ENG,43942,,1979-12-14,18.5,Striker,England,ENG
170721,Rio Ferdinand,1,21,77.0,188.0,ENG,43942,,1978-11-07,19.6,Defender,England,ENG
95589,Tim Flowers,0,22,,,ENG,43942,,1967-02-03,31.3,Goalkeeper,England,ENG
95456,Bernard Lama,0,1,,,FRA,43946,,1963-04-07,35.2,Goalkeeper,France,FRA
170703,Vincent Candela,1,2,76.0,180.0,FRA,43946,,1973-10-24,24.6,Defender,France,FRA
166722,Bixente Lizarazu,1,3,72.0,169.0,FRA,43946,,1969-12-09,28.5,Defender,France,FRA
170707,Patrick Vieira,2,4,83.0,193.0,FRA,43946,,1976-06-23,22.0,Midfielder,France,FRA
46662,Laurent Blanc,1,5,,,FRA,43946,,1965-11-19,32.6,Defender,France,FRA
95664,Youri Djorkaeff,2,6,72.0,179.0,FRA,43946,,1968-03-09,30.3,Midfielder,France,FRA
48455,Didier Deschamps,2,7,,,FRA,43946,,1968-10-15,29.7,Midfielder,France,FRA
95650,Marcel Desailly,1,8,87.0,184.0,FRA,43946,,1968-09-07,29.8,Defender,France,FRA
170708,Stephane Guivarch,3,9,,,FRA,43946,,1970-09-06,27.8,Striker,France,FRA
163331,Zinedine Zidane,2,10,78.0,185.0,FRA,43946,,1972-06-23,26.0,Midfielder,France,FRA
170705,Robert Pires,2,11,74.0,180.0,FRA,43946,,1973-10-29,24.6,Midfielder,France,FRA
170711,Thierry Henry,3,12,83.0,188.0,FRA,43946,,1977-08-17,20.8,Striker,France,FRA
160998,Bernard Diomede,2,13,,,FRA,43946,,1974-01-23,24.4,Midfielder,France,FRA
170704,Alain Boghossian,2,14,81.0,185.0,FRA,43946,,1970-10-27,27.6,Midfielder,France,FRA
163666,Lilian Thuram,1,15,78.0,185.0,FRA,43946,,1972-01-01,26.4,Defender,France,FRA
96075,Fabien Barthez,0,16,76.0,182.0,FRA,43946,,1971-06-28,27.0,Goalkeeper,France,FRA
95448,Emmanuel Petit,2,17,79.0,185.0,FRA,43946,,1970-09-22,27.7,Midfielder,France,FRA
170702,Frank Leboeuf,1,18,72.0,183.0,FRA,43946,,1968-01-22,30.4,Defender,France,FRA
96074,Christian Karembeu,2,19,,,FRA,43946,,1970-12-03,27.5,Midfielder,France,FRA
