id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
43950027,27,Group Stage,Group G,2002-06-09,0,1,MEX,ECU,Mexico,Ecuador,2,1,,,MEX,,,,,,Miyagi Stadium,,,,
43950028,28,Group Stage,Group C,2002-06-09,0,1,CRC,TUR,Costa Rica,Türkiye,1,1,,,,,,,,,Incheon Munhak Stadium,,,,
43950031,31,Group Stage,Group H,2002-06-10,0,1,TUN,BEL,Tunisia,Belgium,1,1,,,,,,,,,Oita Stadium Big Eye,,,,
43950032,32,Group Stage,Group D,2002-06-10,0,1,POR,POL,Portugal,Poland,4,0,,,POR,,,,,,Jeonju World Cup Stadium,,,,
43950030,30,Group Stage,Group D,2002-06-10,0,1,KOR,USA,Korea Republic,USA,1,1,,,,,,,,,Daegu World Cup Stadium,,,,
43950033,33,Group Stage,Group A,2002-06-11,0,1,DEN,FRA,Denmark,France,2,0,,,DEN,,,,,,Incheon Munhak Stadium,,,,
43950034,34,Group Stage,Group A,2002-06-11,0,1,SEN,URU,Senegal,Uruguay,3,3,,,,,,,,,Suwon World Cup Stadium,,,,
43950036,36,Group Stage,Group E,2002-06-11,0,1,KSA,IRL,Saudi Arabia,Republic of Ireland,0,3,,,IRL,,,,,,International Stadium Yokohama,,,,
43950035,35,Group Stage,Group E,2002-06-11,0,1,CMR,GER,Cameroon,Germany,0,2,,,GER,,,,,,Shizuoka Stadium Ecopa,,,,
43950037,37,Group Stage,Group F,2002-06-12,0,1,SWE,ARG,Sweden,Argentina,1,1,,,,,,,,,Miyagi Stadium,,,,
43950038,38,Group Stage,Group F,2002-06-12,0,1,NGA,ENG,Nigeria,England,0,0,,,,,,,,,Yanmar Stadium Nagai,,,,
43950040,40,Group Stage,Group B,2002-06-12,0,1,SVN,PAR,Slovenia,Paraguay,1,3,,,PAR,,,,,,Jeju World Cup Stadium,,,,
43950039,39,Group Stage,Group B,2002-06-12,0,1,RSA,ESP,South Africa,Spain,2,3,,,ESP,,,,,,Daejeon World Cup Stadium,,,,
43950041,41,Group Stage,Group C,2002-06-13,0,1,CRC,BRA,Costa Rica,Brazil,2,5,,,BRA,,,,,,Suwon World Cup Stadium,,,,
43950042,42,Group Stage,Group C,2002-06-13,0,1,TUR,CHN,Türkiye,China PR,3,0,,,TUR,,,,,,Seoul World Cup Stadium,,,,
43950043,43,Group Stage,Group G,2002-06-13,0,1,MEX,ITA,Mexico,Italy,1,1,,,,,,,,,Oita Stadium Big Eye,,,,
43950044,44,Group Stage,Group G,2002-06-13,0,1,ECU,CRO,Ecuador,Croatia,1,0,,,ECU,,,,,,International Stadium Yokohama,,,,
43950047,47,Group Stage,Group D,2002-06-14,0,1,POR,KOR,Portugal,Korea Republic,0,1,,,KOR,,,,,,Incheon Munhak Stadium,,,,
43950048,48,Group Stage,Group D,2002-06-14,0,1,POL,USA,Poland,USA,3,1,,,POL,,,,,,Daejeon World Cup Stadium,,,,
43950046,46,Group Stage,Group H,2002-06-14,0,1,BEL,RUS,Belgium,Russia,3,2,,,BEL,,,,,,Shizuoka Stadium Ecopa,,,,
43950045,45,Group Stage,Group H,2002-06-14,0,1,TUN,JPN,Tunisia,Japan,0,2,,,JPN,,,,,,Yanmar Stadium Nagai,,,,
43950049,49,Round of 16,,2002-06-15,0,1,GER,PAR,Germany,Paraguay,1,0,,,GER,,,,,,Jeju World Cup Stadium,,,,
43950050,50,Round of 16,,2002-06-15,0,1,DEN,ENG,Denmark,England,0,3,,,ENG,,,,,,Niigata Stadium,,,,
43950051,51,Round of 16,,2002-06-16,0,8,SWE,SEN,Sweden,Senegal,1,2,,,SEN,,,,,,Oita Stadium Big Eye,,,,
43950052,52,Round of 16,,2002-06-16,0,2,ESP,IRL,Spain,Republic of Ireland,1,1,3.0,2.0,ESP,,,,,,Suwon World Cup Stadium,,,,
43950053,53,Round of 16,,2002-06-17,0,1,MEX,USA,Mexico,USA,0,2,,,USA,,,,,,Jeonju World Cup Stadium,,,,
43950054,54,Round of 16,,2002-06-17,0,1,BRA,BEL,Brazil,Belgium,2,0,,,BRA,,,,,,Kobe Wing Stadium,,,,
43950055,55,Round of 16,,2002-06-18,0,1,JPN,TUR,Japan,Türkiye,0,1,,,TUR,,,,,,Miyagi Stadium,,,,
43950056,56,Round of 16,,2002-06-18,0,8,KOR,ITA,Korea Republic,Italy,2,1,,,KOR,,,,,,Daejeon World Cup Stadium,,,,
43950057,57,Quarter-final,,2002-06-21,0,1,ENG,BRA,England,Brazil,1,2,,,BRA,,,,,,Shizuoka Stadium Ecopa,,,,
43950058,58,Quarter-final,,2002-06-21,0,1,GER,USA,Germany,USA,1,0,,,GER,,,,,,Munsu Football Stadium,,,,
43950059,59,Quarter-final,,2002-06-22,0,2,ESP,KOR,Spain,Korea Republic,0,0,3.0,5.0,KOR,,,,,,Gwangju World Cup Stadium,,,,
43950060,60,Quarter-final,,2002-06-22,0,8,SEN,TUR,Senegal,Türkiye,0,1,,,TUR,,,,,,Yanmar Stadium Nagai,,,,
43950061,61,Semi-final,,2002-06-25,0,1,GER,KOR,Germany,Korea Republic,1,0,,,GER,,,,,,Seoul World Cup Stadium,,,,
43950062,62,Semi-final,,2002-06-26,0,1,BRA,TUR,Brazil,Türkiye,1,0,,,BRA,,,,,,Saitama Stadium,,,,
43950063,63,Match for third place,,2002-06-29,0,1,KOR,TUR,Korea Republic,Türkiye,2,3,,,TUR,,,,,,Daegu World Cup Stadium,,,,
43950064,64,Final,,2002-06-30,0,1,GER,BRA,Germany,Brazil,0,2,,,BRA,,,,,,International Stadium Yokohama,,,,
